AVGDINNERPRICE,AVGLUNCHPRICE,City,City Id (Dim City),CITY_ID,City Name,DINNERRATING,FACT_ID,HAS_ONLINE_DELIVERY,HAS_TABLE_BOOKING,Hotel Id (Dm Hotel Tgt),HOTEL_ID,Hotel Name,LAT,LONG_FLD,LUNCHRATING,Number of Records,Speciality2 Id (Dm Speciality Tgt1),SPECIALITY2_ID,Speciality 1,Speciality 2,Speciality Id (Dm Speciality Tgt),SPECIALITY_ID,TOTALRATING,VOTES
2500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,668,Yes,Yes,HT257,HT257,Kamehameha  ,35,136,3,1,S20,S20,Okonomiyaki,Teppanyaki,SP209,SP209,3,53
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,669,Yes,No,HT260,HT260,Kamon  ,35,136,3,1,S43,S43,Italian,Bar,SP183,SP183,3,46
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,2,670,Yes,No,HT279,HT279,Kawamuraryourihei  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,290
3500,3550,Kawaramachi,CT72,CT72,Kawaramachi,3,671,Yes,No,HT285,HT285,Kichiri  ,35,136,3,1,S16,S16,Izakaya,Dining bar,SP258,SP258,3,350
3500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,672,Yes,No,HT327,HT327,Kuuan  ,35,136,3,1,S53,S53,Izakaya,Creative cuisine,SP258,SP258,3,2
6500,2500,Kawaramachi,CT72,CT72,Kawaramachi,2,673,Yes,No,HT328,HT328,Kyameron  ,35,136,3,1,S29,S29,Steak,French,SP221,SP221,3,9
3500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,674,Yes,No,HT332,HT332,Kyouhorumonkura  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,0
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,675,Yes,No,HT333,HT333,Kyouhorumontaisha  ,35,136,3,1,S52,S52,Horumon BBQ Offel,Japanese,SP260,SP260,3,879
1500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,676,Yes,No,HT338,HT338,Kyounishikiobanzaibyuffehi2.76taya  ,35,136,2,1,S64,S64,Buffet style,Kyoto Cuisine,SP253,SP253,3,114
3500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,677,Yes,No,HT339,HT339,Kyounojidoriyaaki  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,347
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,51,678,Yes,No,HT341,HT341,Kyounooheso  ,35,136,3,1,S90,S90,Izakaya,Curry,SP258,SP258,51,256
4500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,679,Yes,Yes,HT349,HT349,Kyousainikushima  ,35,136,3,1,S93,S93,Yakiniku BBQ Beef,Horumon BBQ Offel,SP219,SP219,3,330
5500,1500,Kawaramachi,CT72,CT72,Kawaramachi,51,680,Yes,No,HT356,HT356,Kyoutogontaro  ,35,136,59,1,S27,S27,Udon Suki,Soba,SP227,SP227,59,10
3500,3700,Kawaramachi,CT72,CT72,Kawaramachi,4,681,Yes,Yes,HT372,HT372,Kyoutoyakitoriseisakujo  ,35,136,3,1,S18,S18,YakitoriGrilledChicken,Fowl,SP232,SP232,4,211
3500,3550,Kawaramachi,CT72,CT72,Kawaramachi,3,682,Yes,No,HT377,HT377,Kyouyakiyomizu  ,35,136,3,1,S64,S64,Izakaya,Kyoto Cuisine,SP258,SP258,3,2326
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,683,Yes,No,HT38,HT38,BELLOTA concha  ,35,136,3,1,S2,S2,Spain,Italian,SP220,SP220,3,58
3500,3550,Kawaramachi,CT72,CT72,Kawaramachi,2,684,Yes,No,HT387,HT387,MAWARI  ,35,136,3,1,S95,S95,Yakiniku BBQ Beef,Korean cuisine,SP219,SP219,2,1821
4500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,685,Yes,No,HT409,HT409,Mimasuyamo2.76mi  ,35,136,3,1,S64,S64,Creative cuisine,Kyoto Cuisine,SP239,SP239,3,6
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,51,686,Yes,Yes,HT41,HT41,Banikuryourisemmontenumayarou  ,35,136,3,1,S3,S3,Yakiniku BBQ Beef,Shabu Shabu Japanese Steamboat,SP219,SP219,51,40
3500,3700,Kawaramachi,CT72,CT72,Kawaramachi,3,687,Yes,No,HT419,HT419,Monakadou  ,35,136,3,1,S53,S53,Izakaya,Creative cuisine,SP258,SP258,3,253
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,51,688,Yes,No,HT437,HT437,Nishikihenkotsu  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,51,147
1500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,689,Yes,No,HT438,HT438,Nishikiichiha  ,35,136,3,1,S59,S59,Coffee Shop,Sweets,SP226,SP226,3,197
3500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,690,Yes,No,HT443,HT443,Noukoutoripaitanramemmisora  ,35,136,3,1,S49,S49,Ramen,Tsukemen,SP216,SP216,3,289
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,691,Yes,No,HT448,HT448,Obanzaitatsunosuke  ,35,136,4,1,S91,S91,Japanese,Izakaya,SP235,SP235,3,46
2500,3550,Kawaramachi,CT72,CT72,Kawaramachi,3,692,Yes,Yes,HT458,HT458,Osakekafepuchipuchi  ,35,136,3,1,S14,S14,Nihonshu Japanese Sake,Cafe,SP251,SP251,3,25
5500,3700,Kawaramachi,CT72,CT72,Kawaramachi,52,693,Yes,No,HT461,HT461,Osuteriaebaruporenta  ,35,136,3,1,S55,S55,Italian,Wine bar,SP183,SP183,53,25
2500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,694,Yes,Yes,HT470,HT470,Parinijuuikku  ,35,136,3,1,S4,S4,Steak,Beer,SP221,SP221,3,879
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,695,Yes,Yes,HT471,HT471,Peppa  ,35,136,3,1,S91,S91,Cuisine,Izakaya,SP238,SP238,3,19
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,696,Yes,No,HT474,HT474,Pizzeria e Bar La Voce  ,35,136,3,1,S45,S45,Italian,Pizza,SP183,SP183,3,558
1500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,697,Yes,No,HT482,HT482,RH Cafe  ,35,136,3,1,S52,S52,Cafe,Japanese,SP190,SP190,3,13
2500,3700,Kawaramachi,CT72,CT72,Kawaramachi,2,698,Yes,No,HT49,HT49,Bar Pleasure  ,35,136,3,1,S55,S55,Bar,Wine bar,SP218,SP218,2,36
6500,2500,Kawaramachi,CT72,CT72,Kawaramachi,58,699,Yes,No,HT492,HT492,Ranka  ,35,136,58,1,S29,S29,Bistro,French,SP259,SP259,58,63
4500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,700,Yes,No,HT493,HT493,Rejon  ,35,136,3,1,S92,S92,French,Bistro,SP208,SP208,3,9
2500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,701,Yes,No,HT561,HT561,Shougetsu  ,35,136,3,1,S20,S20,Okonomiyaki,Teppanyaki,SP209,SP209,3,256
3500,3300,Kawaramachi,CT72,CT72,Kawaramachi,51,702,Yes,No,HT583,HT583,Sumibikazuya  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,51,29
3500,3700,Kawaramachi,CT72,CT72,Kawaramachi,3,703,Yes,No,HT584,HT584,Sumibikushiyakitsujiya  ,35,136,3,1,S91,S91,YakitoriGrilledChicken,Izakaya,SP232,SP232,3,186
2500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,704,Yes,No,HT592,HT592,Sumibiyakitorikou  ,35,136,3,1,S91,S91,YakitoriGrilledChicken,Izakaya,SP232,SP232,3,39
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,705,Yes,No,HT593,HT593,Sumika  ,35,136,3,1,S53,S53,Izakaya,Creative cuisine,SP258,SP258,3,677
3500,3300,Kawaramachi,CT72,CT72,Kawaramachi,52,706,Yes,Yes,HT594,HT594,Sumikatominokouji  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,52,49
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,52,707,Yes,No,HT596,HT596,Supuringubareburuwarikyouto  ,35,136,3,1,S14,S14,Dining bar,Cafe,SP191,SP191,53,6
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,708,Yes,No,HT607,HT607,TORIBUN  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,235
25500,6500,Kawaramachi,CT72,CT72,Kawaramachi,52,709,Yes,Yes,HT618,HT618,Tankumakitamise  ,35,136,4,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,59,142
4500,1250,Kawaramachi,CT72,CT72,Kawaramachi,5,710,Yes,No,HT624,HT624,Taverunamezzanotte  ,35,136,3,1,S43,S43,Italian,Bar,SP183,SP183,5,555
4500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,711,Yes,No,HT629,HT629,Tempurashinjukutsunahachi  ,35,136,3,1,S65,S65,Tempura,Kaiseki Japanese,SP264,SP264,3,458
2500,1250,Kawaramachi,CT72,CT72,Kawaramachi,2,712,Yes,No,HT648,HT648,Torihime  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,2,11
3500,3700,Kawaramachi,CT72,CT72,Kawaramachi,3,713,Yes,No,HT666,HT666,Uroko  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,368
4500,3700,Kawaramachi,CT72,CT72,Kawaramachi,3,714,Yes,Yes,HT668,HT668,Waraiya  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,650
3500,3700,Kawaramachi,CT72,CT72,Kawaramachi,3,715,Yes,No,HT679,HT679,Yakinikubaruyaruki  ,35,136,3,1,S43,S43,Yakiniku BBQ Beef,Bar,SP219,SP219,3,35
4500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,716,Yes,Yes,HT686,HT686,Yakinikumarutomi  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,3,6
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,717,Yes,No,HT696,HT696,Yasuma  ,35,136,3,1,S64,S64,Izakaya,Kyoto Cuisine,SP258,SP258,3,9
3500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,718,Yes,No,HT714,HT714,biakicchinnikubarujikabiyajikabiya  ,35,136,3,1,S91,S91,Bar,Izakaya,SP218,SP218,3,118
1500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,719,Yes,No,HT729,HT729,eruku  ,35,136,52,1,S14,S14,Pancake,Cafe,SP187,SP187,53,73
3500,2500,Kawaramachi,CT72,CT72,Kawaramachi,53,720,Yes,No,HT743,HT743,gyokouchokusoukaisensakabaanji  ,35,136,2,1,S17,S17,Izakaya,Seafood,SP258,SP258,53,6
3500,2500,Kawaramachi,CT72,CT72,Kawaramachi,3,721,Yes,No,HT764,HT764,kaitoshirowainnobarukakimaru  ,35,136,3,1,S91,S91,Bar,Izakaya,SP218,SP218,3,1210
1500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,722,Yes,No,HT771,HT771,konken  ,35,136,3,1,S91,S91,Thailand cooking,Izakaya,SP250,SP250,3,496
4500,1250,Kawaramachi,CT72,CT72,Kawaramachi,3,723,Yes,No,HT773,HT773,koubegyuuyakinikutaishitei  ,35,136,3,1,S41,S41,Yakiniku BBQ Beef,Chiritori,SP219,SP219,3,326
3500,1250,Kawaramachi,CT72,CT72,Kawaramachi,2,724,Yes,No,HT778,HT778,kyougokushinobinosato  ,35,136,3,1,S97,S97,Creative cuisine,Sushi,SP239,SP239,2,2
5500,2500,Kawaramachi,CT72,CT72,Kawaramachi,2,725,Yes,No,HT779,HT779,kyoumachiyaitarianronkusu  ,35,136,3,1,S79,S79,Italian,Sumibiyaki,SP183,SP183,2,51
1500,3500,Kawaramachi,CT72,CT72,Kawaramachi,3,726,Yes,Yes,HT798,HT798,menkiya  ,35,136,3,1,S15,S15,Ramen,Chinese,SP216,SP216,3,8
5500,1500,Kawaramachi,CT72,CT72,Kawaramachi,4,727,Yes,No,HT851,HT851,sute-kihausupondo  ,35,136,3,1,S23,S23,Steak,Western Food,SP221,SP221,3,13
2500,1500,Kawaramachi,CT72,CT72,Kawaramachi,3,728,Yes,Yes,HT867,HT867,unagihitsumabushisumiyagura  ,35,136,4,1,S64,S64,Seafood,Kyoto Cuisine,SP194,SP194,4,25
3500,3300,Kawaramachi,CT72,CT72,Kawaramachi,2,729,Yes,Yes,HT886,HT886,zensekikoshitsuizakayasakurakomachi  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,2,21
12500,5500,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,59,730,Yes,No,HT174,HT174,Harise  ,35,136,58,1,S64,S64,Kaiseki Japanese,Kyoto Cuisine,SP243,SP243,4,149
6500,3500,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,3,731,Yes,No,HT298,HT298,Kishouzakura  ,35,136,3,1,S53,S53,French,Creative cuisine,SP208,SP208,3,160
2500,2500,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,3,732,Yes,No,HT302,HT302,Kiyomizujunsei  ,35,136,3,1,S36,S36,Tofu,Yuba,SP265,SP265,3,429
4500,1250,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,4,733,Yes,Yes,HT353,HT353,Kyoutogiommiyagawachououmie  ,35,136,3,1,S43,S43,Wine bar,Bar,SP237,SP237,4,20
3500,3550,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,3,734,Yes,No,HT445,HT445,OICHO  ,35,136,3,1,S6,S6,Fowl,Hot Pot,SP197,SP197,3,369
3500,3500,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,3,735,Yes,Yes,HT490,HT490,Ramenfuji  ,35,136,3,1,S90,S90,Ramen,Curry,SP216,SP216,3,474
1500,3500,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,3,736,Yes,No,HT560,HT560,Shouentei  ,35,136,3,1,S40,S40,Chinese,Ramen,SP193,SP193,3,141
4500,1500,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,3,737,Yes,Yes,HT62,HT62,Bussarakan  ,35,136,4,1,S53,S53,Thailand cooking,Creative cuisine,SP250,SP250,3,917
5500,1500,Kiyomizu Gojo,CT73,CT73,Kiyomizu Gojo,3,738,Yes,No,HT645,HT645,Torattoriaviare  ,35,136,3,1,S44,S44,Italian,Western Cuisine,SP183,SP183,3,11
1500,1500,Katsura,CT74,CT74,Katsura,3,739,Yes,No,HT220,HT220,Ishiyakinamapasutakuranosuke  ,35,136,3,1,S2,S2,Pasta,Italian,SP212,SP212,3,485
3500,3500,Katsura,CT74,CT74,Katsura,3,740,Yes,No,HT255,HT255,Kaiuntei  ,35,136,3,1,S95,S95,Yakiniku BBQ Beef,Korean cuisine,SP219,SP219,3,360
3500,3700,Katsura,CT74,CT74,Katsura,3,741,Yes,Yes,HT381,HT381,Kyuushuunecchuuya  ,35,136,3,1,S100,S100,Izakaya,Dumplings,SP258,SP258,3,244
6500,1250,Katsura,CT74,CT74,Katsura,53,742,Yes,No,HT597,HT597,Sushidokoroima  ,35,136,3,1,S17,S17,Sushi,Seafood,SP267,SP267,53,25
2500,1500,Fukakusa,CT75,CT75,Fukakusa,3,743,Yes,No,HT374,HT374,Kyouwasabi  ,35,136,3,1,S64,S64,Pork Shabu Shabu,Kyoto Cuisine,SP223,SP223,3,26
3500,3700,Fukakusa,CT75,CT75,Fukakusa,3,744,Yes,No,HT416,HT416,Momojirou  ,35,136,3,1,S19,S19,Izakaya,Chanko Sumo Wrestlers Hot Pot,SP258,SP258,3,147
4500,4500,Omiya,CT76,CT76,Omiya,3,745,Yes,Yes,HT119,HT119,Gimmiyananairo  ,35,136,3,1,S94,S94,Izakaya,Kappo Japanese,SP258,SP258,3,117
2500,3500,Omiya,CT76,CT76,Omiya,3,746,Yes,No,HT29,HT29,Arata  ,35,136,3,1,S20,S20,Okonomiyaki,Teppanyaki,SP209,SP209,3,147
3500,3550,Omiya,CT76,CT76,Omiya,3,747,Yes,No,HT367,HT367,Kyoutosakabaakamaru  ,35,136,3,1,S83,S83,Izakaya,European Style Curry,SP258,SP258,3,365
3500,3700,Omiya,CT76,CT76,Omiya,3,748,Yes,No,HT382,HT382,Kyuushuunecchuuya  ,35,136,3,1,S100,S100,Izakaya,Dumplings,SP258,SP258,3,365
35009,3500,Omiya,CT76,CT76,Omiya,4,749,Yes,No,HT389,HT389,Machiyashisenhoshitsukiyo  ,35,136,56,1,S56,S56,Sichuan Cuisine,Shanghai Cuisine,SP198,SP198,53,1098
3500,3700,Omiya,CT76,CT76,Omiya,2,750,Yes,No,HT434,HT434,Nikumon  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,2,141
3500,3500,Omiya,CT76,CT76,Omiya,3,751,Yes,No,HT633,HT633,Tenkanoyakinikudaishougun  ,35,136,3,1,S95,S95,Yakiniku BBQ Beef,Korean cuisine,SP219,SP219,4,186
3500,1500,Omiya,CT76,CT76,Omiya,3,752,Yes,No,HT675,HT675,YAMAMURA GYUUBEI  ,35,136,3,1,S2,S2,Izakaya,Italian,SP258,SP258,3,465
3500,1250,Omiya,CT76,CT76,Omiya,3,753,Yes,No,HT683,HT683,Yakinikuhorumonfukukawa  ,35,136,3,1,S15,S15,Yakiniku BBQ Beef,Chinese,SP219,SP219,3,465
3500,1250,Omiya,CT76,CT76,Omiya,3,754,Yes,No,HT752,HT752,itariambarutoreotto  ,35,136,3,1,S45,S45,Italian,Pizza,SP183,SP183,3,73
3500,1500,Nishi Maizuru,CT77,CT77,Nishi Maizuru,3,755,Yes,No,HT21,HT21,Ameirobisutoroaruru  ,35,135,3,1,S14,S14,Italian,Cafe,SP183,SP183,3,579
3500,3550,Nishi Maizuru,CT77,CT77,Nishi Maizuru,2,756,Yes,No,HT516,HT516,Ryuuhourakuenchura  ,35,135,3,1,S91,S91,Cuisine,Izakaya,SP238,SP238,2,38
4500,1500,Nishi Maizuru,CT77,CT77,Nishi Maizuru,3,757,Yes,No,HT654,HT654,Toto  ,35,135,4,1,S97,S97,Seafood,Sushi,SP194,SP194,4,36
4500,1250,Nishi Maizuru,CT77,CT77,Nishi Maizuru,3,758,Yes,No,HT795,HT795,kyuushuusakabaajito  ,35,135,3,1,S18,S18,Izakaya,Fowl,SP258,SP258,3,10
3500,1500,Nishi Maizuru,CT77,CT77,Nishi Maizuru,3,759,Yes,No,HT836,HT836,ryoushigoya  ,35,135,51,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,820
1500,1500,Nishi Maizuru,CT77,CT77,Nishi Maizuru,3,760,Yes,Yes,HT859,HT859,teuchiudonishokuyabongu  ,35,135,3,1,S77,S77,Izakaya,Udon,SP258,SP258,3,387
4500,3550,Nishikyogoku,CT78,CT78,Nishikyogoku,3,761,Yes,No,HT6,HT6,Aburiya  ,35,136,3,1,S91,S91,Yakiniku BBQ Beef,Izakaya,SP219,SP219,3,340
5500,3300,Nishikyogoku,CT78,CT78,Nishikyogoku,3,762,Yes,No,HT608,HT608,Taichirouya  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,7
5500,3550,Nishioji Sanjo,CT79,CT79,Nishioji Sanjo,3,763,Yes,No,HT590,HT590,Sumibiyakinikuou  ,35,136,3,1,S47,S47,Korean cuisine,Yakiniku BBQ Beef,SP263,SP263,3,800
3500,3700,Karasuma,CT8,CT8,Karasuma,2,764,Yes,No,HT101,HT101,Figerasu  ,35,136,3,1,S43,S43,Spain,Bar,SP220,SP220,3,302
4500,3500,Karasuma,CT8,CT8,Karasuma,3,765,Yes,No,HT117,HT117,Gempinfugushijoukarasumanoseki  ,35,136,3,1,S30,S30,Izakaya,FuguBlowfish,SP258,SP258,3,294
4500,1250,Karasuma,CT8,CT8,Karasuma,3,766,Yes,No,HT14,HT14,Ajirokkon  ,35,136,3,1,S91,S91,Kappo Japanese,Izakaya,SP262,SP262,3,393
2500,2500,Karasuma,CT8,CT8,Karasuma,4,767,Yes,No,HT166,HT166,Haiborubakyoutokarasumaichikyuuniisan  ,35,136,3,1,S43,S43,Bar,Bar,SP218,SP218,4,347
12500,4500,Karasuma,CT8,CT8,Karasuma,54,768,Yes,No,HT172,HT172,Hanasaki  ,35,136,58,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,58,49
4500,1500,Karasuma,CT8,CT8,Karasuma,3,769,Yes,No,HT194,HT194,IZAMA  ,35,136,58,1,S53,S53,Kyoto Cuisine,Creative cuisine,SP241,SP241,53,57
6500,2500,Karasuma,CT8,CT8,Karasuma,3,770,Yes,Yes,HT215,HT215,Ippinhashinaga  ,35,136,51,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,51,428
3500,3500,Karasuma,CT8,CT8,Karasuma,5,771,Yes,No,HT228,HT228,Ittetsugurache  ,35,136,3,1,S43,S43,Yakiniku BBQ Beef,Bar,SP219,SP219,52,39
3500,1250,Karasuma,CT8,CT8,Karasuma,3,772,Yes,No,HT232,HT232,Izakayariraku  ,35,136,3,1,S18,S18,YakitoriGrilledChicken,Fowl,SP232,SP232,3,6
3500,3550,Karasuma,CT8,CT8,Karasuma,4,773,Yes,No,HT235,HT235,Joukoya  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,4,63
4500,3700,Karasuma,CT8,CT8,Karasuma,3,774,Yes,No,HT251,HT251,Kaisendokoroichi  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,98
3500,3500,Karasuma,CT8,CT8,Karasuma,3,775,Yes,No,HT263,HT263,Kandumebaruamichi  ,35,136,3,1,S91,S91,Bar,Izakaya,SP218,SP218,3,17
3500,1500,Karasuma,CT8,CT8,Karasuma,3,776,Yes,No,HT295,HT295,Kinnotsubasaerudoru  ,35,136,2,1,S95,S95,Izakaya,Korean cuisine,SP258,SP258,2,380
2500,3500,Karasuma,CT8,CT8,Karasuma,51,777,Yes,No,HT307,HT307,Komefuku  ,35,136,56,1,S96,S96,Tempura,Tendon Tempura Bowl,SP264,SP264,55,0
4500,1250,Karasuma,CT8,CT8,Karasuma,3,778,Yes,No,HT311,HT311,Kugurinaberoppakuya  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,2
3500,3500,Karasuma,CT8,CT8,Karasuma,3,779,Yes,No,HT312,HT312,Kumamotosougouinshokutemmao  ,35,136,3,1,S14,S14,Bar,Cafe,SP218,SP218,4,433
1500,1500,Karasuma,CT8,CT8,Karasuma,3,780,Yes,No,HT315,HT315,Kurepurikyoutoshanderu  ,35,136,51,1,S14,S14,Crepes,Cafe,SP271,SP271,53,433
3500,3500,Karasuma,CT8,CT8,Karasuma,3,781,Yes,No,HT324,HT324,Kushiyachouemon  ,35,136,3,1,S54,S54,Izakaya,YakitoriGrilledChicken,SP258,SP258,3,11
3500,3700,Karasuma,CT8,CT8,Karasuma,3,782,Yes,No,HT325,HT325,Kushiyakimanten  ,35,136,3,1,S91,S91,YakitoriGrilledChicken,Izakaya,SP232,SP232,3,439
3500,2500,Karasuma,CT8,CT8,Karasuma,53,783,Yes,No,HT351,HT351,Kyoutodaina ,35,136,3,1,S43,S43,Bistro,Bar,SP259,SP259,54,10
3500,3550,Karasuma,CT8,CT8,Karasuma,3,784,Yes,Yes,HT352,HT352,Kyoutofushimigura  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,410
2500,1250,Karasuma,CT8,CT8,Karasuma,3,785,Yes,Yes,HT357,HT357,Kyoutohanabi  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,49
2500,3500,Karasuma,CT8,CT8,Karasuma,3,786,Yes,No,HT366,HT366,Kyoutonishikitempurasakabataneshichi  ,35,136,3,1,S91,S91,Tempura,Izakaya,SP264,SP264,3,153
5500,2500,Karasuma,CT8,CT8,Karasuma,4,787,Yes,No,HT375,HT375,Kyouwazentainotai  ,35,136,3,1,S65,S65,Kyoto Cuisine,Kaiseki Japanese,SP241,SP241,3,555
4500,1500,Karasuma,CT8,CT8,Karasuma,3,788,Yes,No,HT378,HT378,Kyouyoushokumatsumoto  ,35,136,3,1,S29,S29,Western Cuisine,French,SP222,SP222,3,728
3500,3700,Karasuma,CT8,CT8,Karasuma,3,789,Yes,No,HT395,HT395,Maribuagaru  ,35,136,3,1,S52,S52,Izakaya,Japanese,SP258,SP258,3,34
3500,3500,Karasuma,CT8,CT8,Karasuma,3,790,Yes,No,HT404,HT404,Menshoutakamatsu  ,35,136,3,1,S49,S49,Ramen,Tsukemen,SP216,SP216,3,112
3500,3500,Karasuma,CT8,CT8,Karasuma,3,791,Yes,No,HT404,HT404,Menshoutakamatsu  ,35,136,58,1,S40,S40,Tsukemen,Ramen,SP230,SP230,58,350
3500,1250,Karasuma,CT8,CT8,Karasuma,3,792,Yes,No,HT418,HT418,Momoya  ,35,136,3,1,S34,S34,Izakaya,Kushi-age Fried Skewer,SP258,SP258,3,96
4500,3700,Karasuma,CT8,CT8,Karasuma,3,793,Yes,No,HT42,HT42,Bankettonishiki  ,35,136,3,1,S91,S91,Japanese,Izakaya,SP235,SP235,3,879
6500,3500,Karasuma,CT8,CT8,Karasuma,2,794,Yes,No,HT421,HT421,Mukadeya  ,35,136,3,1,S52,S52,Kyoto Cuisine,Japanese,SP241,SP241,3,160
4500,3500,Karasuma,CT8,CT8,Karasuma,3,795,Yes,No,HT435,HT435,Nikuryouritobatoyo  ,35,136,3,1,S55,S55,Beef dishes,Wine bar,SP210,SP210,3,29
3500,3300,Karasuma,CT8,CT8,Karasuma,3,796,Yes,Yes,HT44,HT44,Bansankyoushoku  ,35,136,3,1,S91,S91,YakitoriGrilledChicken,Izakaya,SP232,SP232,3,19
3500,1250,Karasuma,CT8,CT8,Karasuma,3,797,Yes,No,HT45,HT45,Baoku  ,35,136,4,1,S55,S55,Bar,Wine bar,SP218,SP218,3,112
4500,1500,Karasuma,CT8,CT8,Karasuma,4,798,Yes,No,HT460,HT460,Osteria Bastille  ,35,136,3,1,S29,S29,Italian,French,SP183,SP183,3,113
2500,3500,Karasuma,CT8,CT8,Karasuma,3,799,Yes,No,HT486,HT486,Rakusenrou  ,35,136,3,1,S91,S91,Chinese,Izakaya,SP193,SP193,5,161
4500,1250,Karasuma,CT8,CT8,Karasuma,3,800,Yes,No,HT496,HT496,Resutoraniro  ,35,136,3,1,S53,S53,Izakaya,Creative cuisine,SP258,SP258,3,29
4500,1250,Karasuma,CT8,CT8,Karasuma,3,801,Yes,No,HT504,HT504,Robatayagaburi  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,11
2500,3550,Karasuma,CT8,CT8,Karasuma,3,802,Yes,No,HT505,HT505,Rohan  ,35,136,3,1,S17,S17,Izakaya,Seafood,SP258,SP258,3,58
3500,3700,Karasuma,CT8,CT8,Karasuma,3,803,Yes,Yes,HT509,HT509,Roppakuyakado  ,35,136,3,1,S55,S55,Izakaya,Wine bar,SP258,SP258,3,615
3500,1250,Karasuma,CT8,CT8,Karasuma,3,804,Yes,No,HT523,HT523,SPOON  ,35,136,4,1,S52,S52,Dining bar,Japanese,SP191,SP191,3,621
